Tanggal,Comment,standardized_text,Sentiment,Platform
2024-08-23,"Dear Panitia, #seriusan tanya, abis lari kita dijur dilapangan ya? Kalo taun lalu masih banyak pohon? @maybankmarathon","kepada panitia, bertanya, setelah lari kita dijemur di lapangan ya? kalau tahun lalu masih banyak pohon?",netral,Instagram
2024-08-23,"Min… saya besok flight nya berubah jadwal dari maskapai nya jadi mundur dan landing jam17.30 bandara ke lokasi pengambilan estimasi 1 jam, mohon pencerahannya waktunya diperpanjang sampai malam.🙏","admin… besok jadwal penerbangan saya berubah dari maskapainya jadi mundur dan mendarat pukul 17.30 dari bandara ke lokasi pengambilan estimasi 1 jam, mohon diperpanjang waktunya sampai malam. [memohon]",netral,Instagram
2024-08-23,Buset 3.30 Ada,wah 3 jam 30 menit ada,netral,Instagram
2024-08-23,@jlopuspa @achi_ossa kalian gx join??aku sendiri dong😮,kalian tidak ikut?? saya sendiri dong [terkejut],netral,Instagram
2024-08-23,"@maybankmarathon 
Min. Yg ga brkt ke event. Jersey dan lainnya di kirim ga? Mengingat itu kan di bayar dan uang nya lumayan 
Terima kasih",admin. yang tidak berangkat ke acara. jersey dan lainnya dikirim tidak? mengingat itu sudah dibayar dan biayanya cukup besar. terima kasih,negatif,Instagram
2024-08-23,Semoga bisa finish di Maraton pertama 🙌😁🔥,semoga bisa selesai di maraton pertama [angkat tangan][senyum][api],positif,Instagram
2024-08-23,Here I am Bali Island of Paradise. Anyone here for Bali Maybank Marathon?,"ini saya di pulau bali, pulau surga. ada yang di sini untuk maybank marathon bali?",positif,Twitter
2024-08-23,Keren @mikeeycharles andalan pelari kencang makassar 🔥🔥🔥,keren andalan pelari cepat makassar [api][api][api],positif,Instagram
2024-08-23,pacer 3.30 gokil 😌 @namiradewip,pacer 3 jam 30 menit luar biasa [senyum],positif,Instagram
2024-08-23,gantengg kuch @sugipriasederhana 🙌🙌🙌,ganteng pelatih [angkat tangan][angkat tangan],positif,Instagram
2024-08-23,ntabs bro @demassss_massss 😍🔥,keren bro [terpesona][api],positif,Instagram
2024-08-23,Ngeri suhu @arimasrudy 🔥🔥🔥,ngeri suhu [api][api][api],positif,Instagram
2024-08-23,"yang perlu penginapan, ada punya 🙋saya 10k dari venue","yang butuh penginapan, saya punya 10 meter dari lokasi",netral,Instagram
2024-08-23,"cari 21k, buat 2 orang","mencari 21 kilometer, untuk 2 orang",netral,Instagram
2024-08-23,"Klo ada yang batal gjd ikut male bisa DM yes, lagi nyari soalnya, tks","kalau ada yang batal tidak jadi ikut, bisa kirim pesan ya, saya sedang mencari, terima kasih",netral,Instagram
2024-08-23,"Yg butuh villa deket venue bisa dm, kurang lebih jarak 3,5 km","yang butuh vila dekat lokasi bisa kirim pesan, jaraknya kurang lebih 3,5 kilometer",netral,Instagram
2024-08-23,Wtb fm or hm male. Cod di bali besok,"mencari maraton penuh atau setengah maraton, laki laki. bayar di tempat di bali besok",netral,Instagram
2024-08-23,"Butuh 2slok 10k guyss info yg ada...saya sudah d balii please infooo...cod only ,racepack sudah d ambilin...ongkos ntr d gnti tq","butuh 2 slot 10 kilometer teman teman, info yang ada. saya sudah di bali, mohon infonya. bayar di tempat saja, paket lomba sudah diambil. ongkos nanti diganti, terima kasih",netral,Instagram
2024-08-23,"Gaiss, ada yang butuh room hotel buat tgl 24 co tgl 25, khusus wanita, ada sisa 1 room buat 2 orang. Lokasi 15 menit naik  motor/ 17 menit naik mobil ke Bali United lokasi venue. Silakan DM aku yang butuh thank you.","teman teman, ada yang butuh kamar hotel untuk tanggal 24 sampai 25, khusus wanita, ada sisa 1 kamar untuk 2 orang. lokasi 15 menit naik motor atau 17 menit naik mobil ke lokasi bali united. silakan kirim pesan kalau butuh, terima kasih",netral,Instagram
2024-08-23,cari 10K Atau HM cod bali,mencari 10 kilometer atau setengah maraton bayar di tempat bali,netral,Instagram
2024-08-23,Sub 6 jam sampe ada pace 5 hmmmm tidak kumaafkan 🐻🐻,di bawah 6 jam sampai ada pacer 5 menit per kilometer hm tidak kumaafkan [beruang][beruang],negatif,Instagram
2024-08-23,Menyala @mikeeycharles 🔥,menyala [api],positif,Instagram
2024-08-23,kereennnn masbrooooo 🔥🔥🔥 @eka_hendrata @kemanaarul,keren masbro [api][api][api],positif,Instagram
2024-08-23,Menyala sisturrr @wiqzz 🔥,menyala saudari [api],positif,Instagram
2024-08-23,"semangat semua.. 🔥🔥 ijin tanya, untuk dapat medal, cut off nya 3 jam ya? thx u be4 😁😁 see u all.. rest well","semangat semua.. [api][api] izin bertanya, untuk mendapatkan medali, batas waktunya 3 jam ya? terima kasih sebelumnya [senyum][senyum] sampai jumpa semua.. istirahat yang cukup",positif,Instagram
2024-08-23,@sandiahmad02 sore aja kita ke sini son.. Siang nanaaaaazzz 🥵,"sore saja kita ke sini, siang panas sekali [kepanasan]",negatif,Instagram
2024-08-23,yuhuuu @sisca_subakti 😂😂😂,yuhu [tertawa][tertawa][tertawa],positif,Instagram
2024-08-23,Wiii ada @femidiah 🔥,wah ada [api],positif,Instagram
2024-08-23,Belakang @femidiah sepertinya @kiki_faren,di belakang sepertinya,netral,Instagram
2024-08-23,Iyaaa gaak sih @maulana.agung_ @ysuryadi80 @d.raynaldi8 @nindyakartikaa @rezaadisaputra 😂😂,iya tidak sih [tertawa][tertawa],positif,Instagram
2024-08-23,kan udah pernah kan ternyata mbaku ini @femidiah,kan sudah pernah kan ternyata mbakku ini,netral,Instagram
2024-08-23,@qurrota_bali @intakalfika ikodddddddd 😂😢,ikut dong [tertawa][menangis],positif,Instagram
2024-08-23,Kerenn bgt @nataaady @seftiyaulfa @refafah @yudhapalka15,keren banget,positif,Instagram
2024-08-23,Menyala broqu 🔥🔥😍😍 @azwaralvarro selamat bertugas,menyala broku [api][api][terpesona][terpesona] selamat bertugas,positif,Instagram
2024-08-23,@wmargata selamat bertugas winnii❤️❤️❤️ dan abang awaak @apricosilalahi 🔥🔥,selamat bertugas wini [hati][hati][hati] dan abang awak [api][api],positif,Instagram
2024-08-23,"Wiihh, selamat bertugass Owiiss @louistanphoto 🙌🙌","wahh, selamat bertugas owiss [angkat tangan][angkat tangan]",positif,Instagram
2024-08-23,Keren euy @louistanphoto.. Selamat bertugas..,keren banget selamat bertugas..,positif,Instagram
2024-08-23,COD HM dung need urgent! Beli diatas dikit gpp,"bayar di tempat untuk setengah maraton, butuh segera! beli sedikit lebih mahal tidak apa",netral,Instagram
2024-08-23,Ada pak @dannysiwu nihh😂,ada pak nih [tertawa],positif,Instagram
2024-08-23,Member @evorunnersjkt paling depan 👏❤️🔥,anggota paling depan [tepuk tangan][hati][api],positif,Instagram
2024-08-23,CLIP BIB NUMBERNYA KA🔥,pasangkan nomor bib ka [api],positif,Instagram
2024-08-23,Hello! It is possible to register tomorrow?,halo! apakah bisa mendaftar besok?,netral,Instagram
2024-08-23,Semoga finish string semuanya 🔥,semoga semua bisa menyelesaikan dengan kuat [api],positif,Instagram
2024-08-23,"Pas hari H race, parkiran BUTC dibuka juga kah?","pada hari h lomba, apakah area parkir bali united training center dibuka juga?",netral,Instagram
2024-08-23,"Min Ga bs Ikut Race Krn Kaki Keseleo, adakah Solusi utk bs dapat Racepacknya,, gpp Ga Usah Bibnya, Pengen Punyak Kausnya 😢😢","admin, saya tidak bisa ikut lomba karena kaki keseleo, adakah solusi agar bisa dapat paket lombanya, tidak apa tidak dapat bibnya, ingin punya kaosnya saja [menangis][menangis]",negatif,Instagram
2024-08-23,Info lokasi parkir kendaraan min?,"info lokasi parkir kendaraan, admin?",netral,Instagram
2024-08-23,"Meskipun belum ikutan race course baru tahun ini, merasakan semangat dan vibesnya. Semoga tahun depan bisa ikutan lagi 💪🏻💪🏻","meskipun belum ikutan lintasan lomba baru tahun ini, merasakan semangat dan suasananya. semoga tahun depan bisa ikut lagi [otot][otot]",positif,Instagram
2024-08-23,Race packnya gokiiil mantaaaap buanyak bgt,paket lombanya luar biasa mantap banyak sekali isinya,positif,Instagram
2024-08-23,Bisa diwakilkan atau ada prosedur lain?,bisa diwakilkan atau ada prosedur lain?,netral,Instagram
2024-08-23,admin ga ada perpanjangan waktu untuk pengambilan racepacknya kah?😢,admin tidak ada perpanjangan waktu untuk pengambilan paket lomba kah? [menangis],negatif,Instagram
2024-08-23,Gak bs diambilin RPCnya klo gini sih..😢,tidak bisa diambilkan paket lombanya kalau begini sih.. [menangis],negatif,Instagram
2024-08-23,Min tolong dong waktu diperpanjang sampe jam 19.00 krn ngajar sampe jam 18.00 perjalanan 30menit...please,"admin tolong dong waktunya diperpanjang sampai pukul 19.00 karena saya mengajar sampai pukul 18.00, perjalanan 30 menit. mohon",netral,Instagram
2024-08-23,"Waktu mepet, parkir jauh, panas cetar gak ada tanaman perindang 😢","waktu mepet, parkir jauh, panas menyengat tidak ada tanaman pelindung [menangis]",negatif,Instagram
2024-08-23,Tahun lalu menggilanya kita mbak @lupikuk 😂😂😂 nerjang pedestrian,tahun lalu kita gila gilaan mbak [tertawa][tertawa][tertawa] menerjang trotoar,positif,Instagram
2024-08-23,Bosss sebelah ndi? Aku nng jeding diluk @deddypras04,bos di sebelah mana? aku di kamar mandi dulu,netral,Instagram
2024-08-23,"WTS kamar hotel bhanuswari resort and spa sabtu ke minggu villa 1 kamar, 20 mins from venue. Only 500k from 1jt.","menjual kamar hotel bhanuswari resort and spa sabtu ke minggu vila 1 kamar, 20 menit dari lokasi. hanya 500 ribu dari harga 1 juta.",netral,Instagram
2024-08-23,Menyore tadi seruuuuu banget petjaah @maybankmarathonroadtosmg,sore tadi seru banget pecah,positif,Instagram
2024-08-23,Wow wajahmu terpampang nyata Mbakku @femidiah 🔥🔥🔥,wah wajahmu muncul nyata mbakku [api][api][api],positif,Instagram
2024-08-23,Ehh kok lebih seru ambil RPC yang sekarang 🤪 cuss kesanaa yukk @intakalfika 🤣,eh kok lebih seru ambil paket lomba yang sekarang [goda] ayo ke sana yuk [tertawa],positif,Instagram
2024-08-23,"yang perlu penginapan, ada punya saya 10k dari venue","yang butuh penginapan, saya punya 10 meter dari lokasi",netral,Instagram
2024-08-23,Starting point nya dimana itu ya?,titik awalnya di mana itu ya?,netral,Instagram
2024-08-23,Gass🔥🔥🔥,gas [api][api][api],positif,Instagram
2024-08-23,Mari nikmati tanjakan lebih 🔥🔥🔥,mari nikmati tanjakan lebih [api][api][api],positif,Instagram
2024-08-23,cut off berapa ya? supaya dapat medal 😁 1st timer,batas waktunya berapa ya? supaya dapat medali [senyum] pertama kalinya ikut,netral,Instagram
2024-08-23,@intanruss 🔥 🏃‍♀️💨,[api] [lari wanita],positif,Instagram
2024-08-23,Kita kirim coach @herimulyadinew untuk Full Marathon!! Good Luck Coach ❤️❤️ salam dari kami semua,kita kirim pelatih untuk maraton penuh!! semoga berhasil pelatih [hati][hati] salam dari kami semua,positif,Instagram
2024-08-23,best Sunscreen Spray ini 🙌🏻,tabir surya semprot terbaik ini [angkat tangan],positif,Instagram
2024-08-23,"Semangat yg FM, kebetulan td gw dr rcp ke arah kintamani dan lewatin bbrp km jalur. Pokoknya abis start ga lama belok nahhh jrenggggg 😁😊","semangat yang ikut maraton penuh, kebetulan tadi saya dari tempat pengambilan paket ke arah kintamani dan melewati beberapa kilometer jalur. pokoknya setelah start tidak lama langsung belok dan. jreng [senyum][senyum]",positif,Instagram
2024-08-23,Wish me LUCK👏,doakan saya berhasil [tepuk tangan],positif,Instagram
2024-08-23,Wih🔥👏,wah [api][tepuk tangan],positif,Instagram
2024-08-23,@melanieputria Puteri Indonesia 2002 bukan 2022 😭,puteri indonesia tahun 2002 bukan 2022 [menangis],negatif,Instagram
2024-08-23,Sukses selalu,semoga sukses selalu,positif,Instagram
2024-08-23,Keren banget ini,keren banget ini,positif,Instagram
2024-08-23,Keren,keren,positif,Instagram
2024-08-23,Nice,bagus,positif,Instagram
2024-08-23,Gas beli sarung 😬,gas beli sarung [senyum malu],positif,Instagram
2024-08-23,😍🙌,[terpesona][angkat tangan],positif,Instagram
2024-08-23,Rpc sampe jam berapa buka?,paket lomba sampai jam berapa buka?,netral,Instagram
2024-08-23,"Kalo gtu ga jd siang, tp sabtu sore aja ambil rpc nya wkwk","kalau begitu tidak jadi siang, tapi sabtu sore saja ambil paket lombanya wkwk",positif,Instagram
2024-08-23,"Mau tanya, tadi ketemu sesama runners, katanya bisa track runner dng masukkan no bib. Aplikasinya apa ya ?","mau tanya, tadi ketemu sesama pelari, katanya bisa lacak pelari dengan memasukkan nomor bib. aplikasinya apa ya?",netral,Instagram
2024-08-23,See u,sampai jumpa,positif,Instagram
2024-08-23,"Jangan lupa kunjungi booth EJ Sport di Racepack Maybank Marathon Bali 2024 nanti ya, Sport Buddies 🙌🙌","jangan lupa kunjungi stan ej sport di pengambilan paket lomba maybank marathon bali 2024 nanti ya, teman olahraga [angkat tangan][angkat tangan]",positif,Instagram
2024-08-23,Posisi mas @hendro_w_ 😢,posisi mas [menangis],negatif,Instagram
2024-08-23,Wah ada coach @agunggantar.. Selamat bertugas!,wah ada pelatih selamat bertugas!,positif,Instagram
2024-08-23,Wih ada coach @agunggantar 👏👏👏🔥🔥,wah ada pelatih [tepuk tangan][tepuk tangan][api][api],positif,Instagram
2024-08-23,Selamat bertugas Ko @louistanphoto uhuuuuy🥳🥳🥳🔥,selamat bertugas kak uhuy [pesta][pesta][pesta][api],positif,Instagram
2024-08-23,Wajid harus donk👏👏🔥🔥,wajib harus dong [tepuk tangan][tepuk tangan][api][api],positif,Instagram
2024-08-23,Uda @erwan.2708 jgn lupa foto di booth pocari yaaah ❤️,sudah jangan lupa foto di stan pocari yah [hati],positif,Instagram
2024-08-23,Kebanggaan @riot.indonesia nih!!! @louistanphoto 🔥🔥🙌🙌,kebanggaan nih! [api][api][angkat tangan][angkat tangan],positif,Instagram
2024-08-23,Sukses selalu @wadimorku,semoga sukses selalu,positif,Instagram
2024-08-23,goodluckk @eka_hendrata 🙌🙌🔥🔥,semoga sukses [angkat tangan][angkat tangan][api][api],positif,Instagram
2024-08-23,Wah ada mba @wiqzz 🙌,wah ada mba [angkat tangan],positif,Instagram
2024-08-23,Ada yang singlet min?,"ada yang punya singlet, admin?",netral,Instagram
2024-08-23,Yihuuuuuu selamat bertugas pacer kitaaa 🙌 @louistanphoto,yihu selamat bertugas pacer kita [angkat tangan],positif,Instagram
2024-08-23,@breisganazula goodluck pacer idolaa 🥳🤗❤️,semoga sukses pacer idola [pesta][peluk][hati],positif,Instagram
2024-08-23,Slide terakhir kayak kenal @ignatiuskrestiawan 😂😂,slide terakhir kayaknya kenal [tertawa][tertawa],positif,Instagram
2024-08-23,Selamat bertugas ko @louistanphoto 🔥🔥🔥🙌🙌🙌,selamat bertugas kak [api][api][api][angkat tangan][angkat tangan],positif,Instagram
2024-08-23,"Min, kalau mau bawa kendaraan pribadi di hari H buat tunggu temen2 di finish line bs parkir dmn ya? @maybankmarathon","admin, kalau mau bawa kendaraan pribadi di hari h buat menunggu teman di garis akhir, bisa parkir di mana ya?",netral,Instagram
2024-08-23,"Hallo @MaybankMarathon 

Sy Rina & suami sy Iwan, kemungkinan ga keburu ambil Race Pack 10k & 21k tgl 24 Aug 2024, karena pesawat kami delay. Harusnya pukul 9.00 dr Kertajati airport malah jadi 13.15, waktu landing di Bali pukul 16.00. Super AirJet.

Apa bisa Race Pack diambil setelah jam 18.00 24Aug2024? Takutnya ada problem lagi. Misalnya counter race pack tutup lebih malam atau besok pagi sebelum Run dimulai.
Tolong bantuannya.. Terima kasih","saya rina dan suami saya iwan, kemungkinan tidak sempat ambil paket lomba 10k & 21k tanggal 24 agustus 2024, karena pesawat kami mengalami keterlambatan. seharusnya pukul 09.00 dari bandara kertajati tapi menjadi 13.15, mendarat di bali pukul 16.00. maskapai super airjet. apakah bisa ambil paket lomba setelah pukul 18.00 tanggal 24 agustus 2024? takut ada kendala lagi. misalnya konter tutup lebih malam atau besok pagi sebelum lomba dimulai. mohon bantuannya.. terima kasih",netral,Instagram
2024-08-23,@diah_wlndri Mba Dinar nih hahaha,mbak dinar nih hahaha,positif,Instagram
2024-08-23,Kirain di bandung huhu,kukira di bandung huhu,negatif,Instagram
2024-08-23,Tunjukkan pesona mu @unin9,tunjukkan pesonamu,positif,Instagram
2024-08-23,Best pacer @almaidy2705 🔥🔥🔥🔥,pacer terbaik [api][api][api][api],positif,Instagram
2024-08-23,Semangat!! Selamat bertugas!!.. 🔥🔥🔥,semangat!! selamat bertugas!!.. [api][api][api],positif,Instagram
2024-08-23,eh ada aku😍😮😂,eh ada aku [terpesona][terkejut][tertawa],positif,Instagram
2024-08-23,Selamat bertugas bli 👏 @demassss_massss,selamat bertugas bli [tepuk tangan],positif,Instagram
2024-08-24,Maybank Marathon 2024 menerapkan standar internasional dalam penyelenggaraanya. Termasuk pemilihan rute yang telah disertifikasi oleh AIMS.,maybank marathon 2024 menerapkan standar internasional dalam penyelenggaraannya. termasuk pemilihan rute yang telah disertifikasi oleh aims.,positif,Twitter
2024-08-24,Tapi aku pelik kenapa Maybank buat marathon luar Malaysia??,tapi aku bingung kenapa maybank buat maraton di luar malaysia??,netral,Twitter
2024-08-24,Maybank Marathon 2024 akan segera digelar besok di Bali United Training Center. #kumparanSPORT,maybank marathon 2024 akan segera digelar besok di bali united training center.,positif,Twitter
2024-08-24,Peminat Maybank Marathon 2024 Capai 30.000 Orang Akhirnya Terpilih 12.700 Peserta dari 57 Negara: Intip Keistimewaan Event Ini,"peminat maybank marathon 2024 capai 30 orang, akhirnya terpilih 12700 peserta dari 57 negara: intip keistimewaan acara ini",positif,Twitter
2024-08-24,Liat post Maybank Marathon jadi kangen Bali..,lihat unggahan maybank marathon jadi kangen bali..,positif,Twitter
2024-08-24,Inget banget pas maybank marathon tahun lalu banyak barang bagus di semua dating apps,ingat banget waktu maybank marathon tahun lalu banyak barang bagus di semua aplikasi kencan,positif,Twitter
2024-08-24,🔥🔥🔥 great effort @wadimorku Thank you,[api][api][api] usaha luar biasa terima kasih,positif,Instagram
2024-08-24,Asyiknya Ikut Maybank Marathon 2024 Sembari Berdonasi Sepatu: Bakal Disalurkan ke Anak-anak Berbakat Terpilih,asyiknya ikut maybank marathon 2024 sambil berdonasi sepatu: akan disalurkan ke anak berbakat terpilih,positif,Twitter
2024-08-24,Bismillah tahun depan ikutan Maybank Marathon! Aamiin,bismillah tahun depan ikutan maybank marathon! aamiin,positif,Twitter
2024-08-24,Ready Set Go! Pastikan kamu tiba di wave sesuai jadwal. Jangan sampai ketinggalan start ya! Cek infonya biar semua berjalan lancar di Maybank Marathon! Siap berlari di Maybank Marathon 2024? Let's make it count! #kumparan,bersiap! pastikan kamu tiba sesuai jadwal start. jangan sampai tertinggal ya! cek informasinya agar semua berjalan lancar di maybank marathon! siap berlari di maybank marathon 2024? mari kita buat momen ini berarti!,positif,Twitter
